Year,Month,Day,date,Time of Tweet,text,sentiment,Platform,word_count,flag_short,text_raw
2021,9,15,2021-09-15,noon,why kiss the feet of the people who kick you when you can be anything that you want to morning everyone hope you have the best day ever,positive,Instagram,28,FALSE,why kiss the feet of the people who kick you when you can be anything that you want to? morning everyone! hope you have the best day ever
2021,10,22,2021-10-22,night,yeah real hard but i know youll get by with it smile,neutral,Twitter,12,FALSE,"yeah real hard, but i know you`ll get by with it.. smile"
2021,10,8,2021-10-08,morning,concert tonight chackin out and not coming tomorrow,neutral,Instagram,8,FALSE,concert tonight chackin out and not coming tomorrow!
2021,10,2,2021-10-02,morning,my son got stung by a bug for the first time his little finger is slightly swollen,negative,Twitter,17,FALSE,my son got stung by a bug for the first time his little finger is slightly swollen.
2021,11,7,2021-11-07,noon,love is something like excuse memc rules,neutral,Instagram,6,FALSE,love is something like e=mc^2 rules
2021,11,29,2021-11-29,noon,was that sass i detect as long as it isnt back sass haha,neutral,Instagram,13,FALSE,was that sass i detect? as long as it isn`t back sass! haha
2021,11,30,2021-11-30,night,home until tomorrow did my running and spinning now time for chiropractor laundry shopping and visiting family missing nathan,negative,Facebook,19,FALSE,"home until tomorrow. did my running and spinning. now time for chiropractor, laundry, shopping, and visiting family. missing nathan"
2021,11,30,2021-11-30,morning,thats another sponsor,neutral,Instagram,3,FALSE,thats another sponsor
2021,12,3,2021-12-03,noon,i really wish i could go,positive,Instagram,7,FALSE,_30439 i really wish i could go!
2021,12,8,2021-12-08,noon,thanks for the warm welcome we didnt make plans because our arrival time was so up in the air,positive,Instagram,19,FALSE,thanks for the warm welcome! we didn`t make plans because our arrival time was so up in the air.
2021,12,8,2021-12-08,night,days and counting,neutral,Facebook,4,FALSE,19 days and counting
2022,1,5,2022-01-05,morning,born and raised in nyc and living in texas for the past years i still miss ny,negative,Instagram,18,FALSE,born and raised in nyc and living in texas for the past 10 years! i still miss ny
2022,1,15,2022-01-15,night,simple my,neutral,Instagram,2,TRUE,simple my
2022,1,15,2022-01-15,morning,im in december thats not good at all next big birthday is after it flys by for sure,negative,Facebook,21,FALSE,i`m 25 in december that`s not good at all next big birthday is 30 after 21 it flys by for sure
2022,1,28,2022-01-28,noon,this week of mine was not easy but finally its over,negative,Twitter,12,FALSE,this week of mine was not easy! but finally it`s over! (:
2022,1,8,2022-01-08,night,wow what a beautiful picture and by the wayi am straightjust wanted to let you know bella,positive,Facebook,17,FALSE,wow what a beautiful picture.. and by the way..i am straight..just wanted to let you know!! bella
2022,2,28,2022-02-28,noon,i do not care who are you and what can you do,negative,Instagram,11,FALSE,"i don't care, who are you and what can you do"
2022,2,28,2022-02-28,night,heres a brief preview oh my god james is creepy in that role im scared of him,negative,Facebook,17,FALSE,here`s a brief preview: oh my god james is creepy in that role! i`m scared of him
2022,3,20,2022-03-20,noon,off to woolsery this morning to hopefully see north molton u clinch the north devon league title lovely day for it,positive,Instagram,21,FALSE,off to woolsery this morning to (hopefully) see north molton u16 clinch the north devon league title. lovely day for it
2022,4,5,2022-04-05,night,my semester final exam is complete hurray,positive,Facebook,7,FALSE,my semester final exam is complete. hurray!!
2022,4,3,2022-04-03,noon,home empty handed no comics found today i shall now indulge in my cupcakes from magnolia bakery,neutral,Twitter,17,FALSE,home empty handed. no comics found today. i shall now indulge in my cupcakes from magnolia bakery.
2022,4,18,2022-04-18,noon,haha im jewish i love that one,positive,Twitter,7,FALSE,"haha im jewish, i love that one"
2022,4,15,2022-04-15,night,writing my english original writing storyyyyy and listening to a little respect by erasure aaaaaah,neutral,Facebook,15,FALSE,writing my english original writing storyyyyy. and listening to `a little respect` by erasure aaaaaah.
2022,5,12,2022-05-12,morning,sorry friends im swamped with deadlines right now and we have family visiting to boot no charades for me,negative,Instagram,20,FALSE,sorry friends - i`m swamped with deadlines right now and we have family visiting to boot! no charades for me.
2022,5,30,2022-05-30,noon,uploading all my bamboozle pictures of facebook,neutral,Facebook,7,FALSE,uploading all my bamboozle pictures of facebook
2022,6,8,2022-06-08,morning,we attend in the class just for listening teachers reading on slide just nonsence,negative,Facebook,14,FALSE,we attend in the class just for listening teachers reading on slide. just nonsence
2022,6,8,2022-06-08,noon,those who want to go let them go,negative,Instagram,8,FALSE,"those who want to go, let them go"
2022,6,20,2022-06-20,night,sounds like me,neutral,Instagram,3,FALSE,sounds like me
2022,7,20,2022-07-20,noon,laughing my ass off smh that one threw me off,neutral,Twitter,7,FALSE,lmao.. smh! that one threw me off.
2022,7,17,2022-07-17,morning,lm on days too matt no fun this weekend,negative,Facebook,10,FALSE,l`m on 3 days too matt. no fun this weekend.
2022,7,25,2022-07-25,noon,pancakes with lemon and sugar thanks,positive,Twitter,6,FALSE,pancakes!! with lemon and sugar thanks!
2022,7,10,2022-07-10,night,now you only have hours to sleep rest if you need it,positive,Twitter,14,FALSE,now you only have 2 hours to sleep.. - rest if you need it.
2022,7,5,2022-07-05,night,oh just referring to our lil exchange on lj with regards to twitter archive postings,neutral,Instagram,15,FALSE,oh just referring to our lil exchange on lj with regards to twitter archive postings.
2022,8,10,2022-08-10,night,cooking with my dad having lots of fun in the kitchen together,positive,Twitter,12,FALSE,cooking with my dad having lots of fun in the kitchen together
2022,8,10,2022-08-10,morning,bouncing rush makes me feel nauseous,negative,Facebook,6,FALSE,bouncing rush makes me feel nauseous
2022,9,28,2022-09-28,noon,there,neutral,Twitter,1,TRUE,there!
2022,9,15,2022-09-15,night,my dog is officially depressed that my brothers dogs are gone he doesnt want to go outside and when we did he play halfheartedly,negative,Instagram,24,FALSE,"my dog is officially depressed that my brother`s dogs are gone. he doesn`t want to go outside and when we did, he play half-heartedly."
2022,10,8,2022-10-08,morning,thats why i need to be there,positive,Twitter,7,FALSE,that`s why i need to be there
2022,10,8,2022-10-08,morning,thats why i need to be thereto represent the blackberries,positive,Twitter,10,FALSE,that`s why i need to be there..to represent the blackberries
2022,11,15,2022-11-15,morning,ok so ive now got a bit of a bad back after lifting all drum hardware into my car downer,negative,Instagram,20,FALSE,ok so i`ve now got a bit of a bad back after lifting all drum hardware into my car downer.
2022,11,28,2022-11-28,noon,it was hours ago i came in and its only now i realised when i went to buy something online,neutral,Facebook,20,FALSE,it was hours ago i came in.. and it`s only now i realised when i went to buy something online
2022,12,1,2022-12-01,morning,needs more followers,neutral,Instagram,3,FALSE,needs more followers
2023,1,28,2023-01-28,night,ive been sick for the past few days,neutral,Twitter,8,FALSE,i`ve been sick for the past few days
2023,1,15,2023-01-15,noon,its amazing game i playing everyday,positive,Instagram,6,FALSE,"its amazing game, i playing everyday"
2023,1,18,2023-01-18,noon,i buy sophies world book i am really so happy,positive,Twitter,9,FALSE,"i buy sophie's world book, i'm really so happy"
2023,1,30,2023-01-30,night,if it is any consolation i got my bmi tested hahaha it says i am obesed well so much for being unhappy for about minutes,negative,Facebook,26,FALSE,if it is any consolation i got my bmi tested hahaha it says i am obesed well so much for being unhappy for about 10 minutes.
2023,1,27,2023-01-27,noon,im thinking that im going to have fun tonight,positive,Twitter,9,FALSE,im thinking that im going to have fun tonight
2023,1,27,2023-01-27,noon,im thinking that im going to have fun tonightand maybe some changes are coming,positive,Twitter,14,FALSE,im thinking that im going to have fun tonight..and maybe some changes are coming
2023,1,15,2023-01-15,morning,congratulation for your achievement,positive,Twitter,4,FALSE,congratulation for your achievement
2023,1,19,2023-01-19,noon,if you followed us recently please dont be offended that we havent followed back we hit our limit,positive,Instagram,18,FALSE,"if you followed us recently, please dont be offended that we haven`t followed back. we hit our limit."
2023,1,31,2023-01-31,night,yes i work to,neutral,Facebook,6,FALSE,yes i work 9 to 5
2023,1,24,2023-01-24,noon,since the demise of woolworths it isnt easy to find reasonably priced pick n mix anywhere,negative,Twitter,16,FALSE,since the demise of woolworths it isn`t easy to find reasonably priced pick n mix anywhere
2023,1,17,2023-01-17,morning,well good morning all what a wonderful day in the neighborhood thanks for all those that are now following another this morning,positive,Facebook,23,FALSE,"well good morning all, what a wonderful day in the neighborhood thanks for all those that are now following another 60 this morning"
2023,1,24,2023-01-24,noon,yesterday i am watch a movie thatefbfbds was really motivated for me,positive,Twitter,11,FALSE,"yesterday i'm watch a movie, that�s was really motivated for me"
2023,1,20,2023-01-20,morning,thats awesome dude yay for surprise celebrities i got to meet him a few years ago he was soooo friendly,positive,Twitter,20,FALSE,"that`s awesome dude, yay for surprise celebrities! i got to meet him a few years ago, he was soooo friendly."
2023,1,26,2023-01-26,noon,it makes me happy to hear a girl talk or tweet about the nba but could you give my nuggets some love,positive,Instagram,22,FALSE,"it makes me happy to hear a girl talk, or tweet, about the nba. but.. could you give my nuggets some love?!"
2023,1,28,2023-01-28,night,is getting the hang of twitter,neutral,Facebook,6,FALSE,is getting the hang of twitter.
2023,1,15,2023-01-15,morning,screw the reviews i thought wolverine was awesome but not enough dominic monaghan for my liking,positive,Twitter,16,FALSE,"screw the reviews, i thought wolverine was awesome. but not enough dominic monaghan for my liking."
2023,1,19,2023-01-19,noon,if you followed us recently please dont be offended that we havent followed back we hit our limit hopefully we will be free soon,positive,Instagram,24,FALSE,"if you followed us recently, please dont be offended that we haven`t followed back. we hit our limit. hopefully we will be free soon."
2023,1,31,2023-01-31,night,yes i work to,neutral,Facebook,6,FALSE,yes i work 6 to 3..
2023,1,24,2023-01-24,noon,ftsk and mercy mercedes were amazing tonight as always,positive,Twitter,9,FALSE,ftsk and mercy mercedes were amazing tonight.. as always
2023,1,18,2023-01-18,morning,it looks like the office tv does get mlb network,neutral,Facebook,10,FALSE,it looks like the office tv does get mlb network
2023,1,17,2023-01-17,morning,ohh my tooth is hurts ohh im sad it very hurts,negative,Facebook,11,FALSE,ohh my tooth is hurts ohh im sad it very hurts
2023,1,21,2023-01-21,noon,before i get too distracted id like to thank my new followers for taking the trouble to follow me and to my others feelin the love,positive,Twitter,26,FALSE,"before i get too distracted, i`d like to thank my new followers for taking the trouble to follow me! and to my others: feelin the love"
2023,1,25,2023-01-25,night,you think you have bills haii just finished paying mine thats y im broke,negative,Instagram,14,FALSE,you think you have bills ha!ii just finished paying mine that`s y i`m broke
2023,1,28,2023-01-28,morning,not sure it didnt say it was big i jst saw the pics of you on your last bday you looked so pretty i miss you,neutral,Facebook,27,FALSE,not sure it didn`t say it was 2 big. i jst saw the pics of you on your last bday. you looked so pretty!! i miss you!!
2023,1,22,2023-01-22,night,i agree with you,positive,Instagram,4,FALSE,i agree with you!
2023,1,19,2023-01-19,night,i feel your pain mine is the same way,negative,Twitter,9,FALSE,i feel your pain. mine is the same way
2023,1,25,2023-01-25,morning,comes home in two days,neutral,Facebook,5,FALSE,comes home in two days
2023,1,27,2023-01-27,noon,sadly no it didnt come with one,negative,Instagram,7,FALSE,sadly no. it didn`t come with one..
2023,1,7,2023-01-07,noon,brainfreeze,neutral,Twitter,1,TRUE,brainfreeze
2023,1,21,2023-01-21,morning,laying alone since mooks soo comfy in his fn play pen i thought it was ill at first now i dont have no one to cuddle with,negative,Instagram,27,FALSE,laying alone!! since mook`s soo comfy in his f`n play pen. i thought it was ill at first now i don`t have no one to cuddle with..
2023,1,29,2023-01-29,noon,i hate the dentist,negative,Twitter,4,FALSE,i hate the dentist
2023,1,16,2023-01-16,night,yep infact she is popular miss india talented film actress and lot more,positive,Twitter,15,FALSE,"yep infact she is popular, miss india 99, talented film actress .. and lot more"
2023,1,23,2023-01-23,morning,dosent want to go to work tomorrow,negative,Instagram,7,FALSE,dosen`t want to go to work tomorrow
2023,1,30,2023-01-30,night,i have such fantastic friends including several ones met through here thanks for being in my life you are such amazing people,positive,Facebook,23,FALSE,"i have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!"
2023,1,28,2023-01-28,noon,yes i love tea if that makes me typically english then so be it,positive,Twitter,14,FALSE,"yes, i love tea. if that makes me typically english then so be it"
2023,1,15,2023-01-15,morning,fil with cool people like me,positive,Twitter,7,FALSE,fil 461 with cool people like me
2023,1,18,2023-01-18,noon,good morning work and then its espns sunday night baseball hopefully it wont get rained out,positive,Facebook,16,FALSE,good morning!! work and then it`s espn`s sunday night baseball. hopefully it won`t get rained out
2023,1,16,2023-01-16,morning,im missing crab legs and attending my going away instead,negative,Twitter,10,FALSE,i`m missing crab legs and attending my going away instead!
2023,1,22,2023-01-22,noon,and most of us are going to be stuck in an office some without windows,negative,Twitter,15,FALSE,"and most of us are going to be stuck in an office, some without windows"
2023,1,24,2023-01-24,night,no its not sad should make you proud,negative,Instagram,8,FALSE,no it`s not sad. should make you proud
2023,1,27,2023-01-27,morning,sorry well try to keep it down,negative,Facebook,7,FALSE,"sorry, we`ll try to keep it down."
2023,2,10,2023-02-10,night,im sorry,negative,Facebook,2,TRUE,i`m sorry.
2023,2,1,2023-02-01,night,yesterday was most valuable day for me,positive,Instagram,7,FALSE,yesterday was most valuable day for me
2023,2,17,2023-02-17,morning,haha i know i cant handle the fame and thank you,positive,Facebook,11,FALSE,"haha i know, i cant handle the fame! and thank you!"
2023,2,26,2023-02-26,noon,one suggestion for me is be up to date,neutral,Twitter,9,FALSE,"one suggestion for me is, be up to date"
2023,2,1,2023-02-01,night,thanks before the major chop,neutral,Instagram,5,FALSE,thanks. before the major chop.
2023,2,26,2023-02-26,noon,just got up and updated my ipod,neutral,Twitter,7,FALSE,just got up and updated my ipod
2023,2,15,2023-02-15,morning,hmmm maybe thats what they meant,neutral,Twitter,6,FALSE,"hmmm, maybe that`s what they meant."
2023,2,17,2023-02-17,noon,done at the spa now meeting vic for some late lunch,neutral,Instagram,11,FALSE,done at the spa now meeting vic for some late lunch!
2023,2,19,2023-02-19,night,happy monday up and about going to tavares today hope everyone has a blessed day,positive,Facebook,15,FALSE,happy monday up and about going to tavares today. hope everyone has a blessed day!
2023,2,24,2023-02-24,morning,always have wanted to go to university,neutral,Twitter,7,FALSE,always have wanted to go to university
2023,2,28,2023-02-28,night,if only we could ever actually be allowed to stay here and do that,neutral,Facebook,14,FALSE,if only we could ever actually be allowed to stay here and do that
2023,2,16,2023-02-16,morning,you know your neck is jacked up when you are forced to pay for parking bc you cant turn you head to parallel park in the free spaces,negative,Twitter,28,FALSE,you know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces..
2023,2,23,2023-02-23,noon,i want it back now,neutral,Instagram,5,FALSE,i want it back now!
2023,2,25,2023-02-25,night,going to miss my roomie we will no longer be roomies starting tomorrow,negative,Facebook,14,FALSE,going to miss my roomie .. we will no longer be roomies starting tomorrow
2023,2,15,2023-02-15,morning,hmmm maybe thats what they meant they eluded to something brand new but you know how the media is,neutral,Twitter,19,FALSE,"hmmm, maybe that`s what they meant. they eluded to something brand new but you know how the media is"
2023,2,24,2023-02-24,morning,always have wanted to go to oz,neutral,Twitter,7,FALSE,always have wanted to go to oz
2023,2,28,2023-02-28,noon,thanks,neutral,Instagram,1,TRUE,thx
2023,2,13,2023-02-13,noon,sore throat planning the tet outing to marwell thoughgood times,neutral,Twitter,10,FALSE,sore throat. planning the tet outing to marwell though..good times
2023,2,22,2023-02-22,night,is spending her saturday morning taking notes for a research essay because some stupid recalled the book im using not fair,negative,Instagram,22,FALSE,is spending her saturday morning taking notes for a research essay because some stupid **** recalled the book i`m using. not fair
2023,2,18,2023-02-18,night,cant wait to see my boy tomorrow,positive,Twitter,7,FALSE,cant wait to see my boy tomorrow
2023,2,19,2023-02-19,morning,ehhh no just a check up i have a dentist app next week though getting my molar pulledroot canal,neutral,Facebook,19,FALSE,ehhh no. just a check up. i have a dentist app next week though. getting my molar pulled/root canal.
2023,2,27,2023-02-27,noon,aww i miss driving down elmwood,negative,Instagram,6,FALSE,aww i miss driving down elmwood
2023,2,28,2023-02-28,night,oh my god wango tango was awsome i love my baby for taking me,positive,Twitter,15,FALSE,oh my god wango tango was **** awsome! i love my baby for taking me
2023,2,16,2023-02-16,night,i cant believe you went and got boba without me,neutral,Facebook,10,FALSE,i can`t believe you went and got boba without me.
2023,2,25,2023-02-25,morning,and to you too how are you today,neutral,Twitter,8,FALSE,"and to you too, how are you today?"
2023,2,12,2023-02-12,noon,daniel has won dsds his voice is great,positive,Facebook,8,FALSE,daniel has won dsds. his voice is great.
2023,2,21,2023-02-21,night,i need blood o negative,neutral,Instagram,5,FALSE,i need blood o negative
2023,2,15,2023-02-15,noon,loves her mum very much happy mothers day to all the wonderful mothers out there,positive,Twitter,15,FALSE,loves her mum very much! happy mothers day to all the wonderful mothers out there
2023,2,28,2023-02-28,night,aaaaaw i want to live in the usa,neutral,Twitter,8,FALSE,aaaaaw i want to live in the usa
2023,3,1,2023-03-01,night,always love everyone love all animals most important love your parents,positive,Instagram,11,FALSE,"always love everyone, love all animals. most important love your parents"
2023,3,1,2023-03-01,night,i still loving you you are my love,positive,Instagram,8,FALSE,"i still loving you, you are my love"
2023,3,3,2023-03-03,night,may the fourth be with you happy star wars day,positive,Instagram,10,FALSE,may the fourth be with you! happy star wars day
2023,3,3,2023-03-03,night,hope he is ok,positive,Instagram,4,FALSE,hope he is ok!
2023,3,1,2023-03-01,night,yes sober hahaha tanghaling tapat dude haha wild i dont knowwww plan plan before you go to us,positive,Instagram,18,FALSE,yes! sober hahaha tanghaling tapat dude! haha wild. i don`t knowwww plan plan before you go to us!
2023,3,2,2023-03-02,night,mcfly gig last nightt oh my god it was amazin didnt sit down through the whole thing mcfly did you see me and ma best mate we were in tutus,positive,Instagram,30,FALSE,mcfly gig last nightt oh my god it was amazin didnt sit down through the whole thing mcfly did you see me and ma best mate we were in tutus
2023,3,20,2023-03-20,morning,is getting ready for work working all weekend,neutral,Facebook,8,FALSE,is getting ready for work.. working all weekend
2023,3,10,2023-03-10,noon,this is sooo crazy i have fever,negative,Twitter,7,FALSE,this is sooo crazy i have fever..
2023,3,30,2023-03-30,noon,i have to go to work now,neutral,Instagram,7,FALSE,i have to go to work now.
2023,3,2,2023-03-02,morning,was hoping to go to red lobster this weekend,neutral,Twitter,9,FALSE,was hoping to go to red lobster this weekend
2023,3,10,2023-03-10,noon,ok the passengers no one is alive theyre all dead you just dont know it today i learned the end then you cry,negative,Twitter,27,FALSE,ok .. the passengers .. no one is alive .. they`re all dead .. you just don`t know it til the end .. then you cry ..
2023,3,22,2023-03-22,morning,back soon need to run to the shops and cut the grass,neutral,Twitter,12,FALSE,"back soon, need to run to the shops and cut the grass"
2023,3,3,2023-03-03,noon,is home alone doing hw,neutral,Instagram,5,FALSE,is home alone.. doing hw
2023,4,8,2023-04-08,morning,the girl in the hair salon asked me shall i trim your eyebrows how old do i feel,neutral,Instagram,18,FALSE,the girl in the hair salon asked me 'shall i trim your eyebrows!' how old do i feel?
2023,4,10,2023-04-10,noon,have a good one,positive,Facebook,4,FALSE,have a good one
2023,5,20,2023-05-20,night,this concert is amazing,positive,Instagram,4,FALSE,this concert is amazing
2023,5,28,2023-05-28,night,i am start learning machine learning,neutral,Instagram,5,FALSE,i'm start learning machine learning
2023,5,23,2023-05-23,noon,okay im out for a while back later,neutral,Twitter,8,FALSE,"okay, i`m out for a while back later!"
2023,5,25,2023-05-25,night,we visited worlds longest sea beach its really amazing time for us,positive,Facebook,12,FALSE,"we visited worlds longest sea beach, its really amazing time for us"
2023,5,30,2023-05-30,night,smelly noooo i love alex vixon,neutral,Instagram,6,FALSE,smelly? noooo. i love alex vixon
2023,5,28,2023-05-28,night,sounds good,neutral,Instagram,2,TRUE,sounds good
2023,5,25,2023-05-25,night,powerblog what is this powerblog challenge you keep talking about im a newbie follower,neutral,Facebook,14,FALSE,powerblog what is this powerblog challenge you keep talking about? i`m a newbie follower
2023,5,30,2023-05-30,night,huh what the smelly noooo i love alex vixon,neutral,Instagram,10,FALSE,huh what the ****? smelly? noooo. i love alex vixon
2023,5,6,2023-05-06,noon,this has made my night way too funny,positive,Instagram,8,FALSE,this has made my night!! way too funny!!
2023,5,6,2023-05-06,night,woo cavs happy mothers day,positive,Twitter,5,FALSE,woo cavs. happy mother`s day!
