Year,date,Time of Tweet,sentiment,Platform,word,word_stem
2018,2018-09-05,night,negative,Instagram,noo,noo
2018,2018-09-05,night,negative,Instagram,missed,miss
2018,2018-09-05,night,negative,Instagram,killers,killer
2018,2018-09-05,night,negative,Instagram,wossy,wossi
2018,2018-09-05,night,negative,Instagram,sucks,suck
2018,2018-09-05,night,negative,Instagram,missed,miss
2018,2018-09-05,night,negative,Instagram,brandon,brandon
2018,2018-09-05,night,negative,Instagram,total,total
2018,2018-09-05,night,negative,Instagram,failure,failur
2018,2018-09-05,night,negative,Instagram,anyone,anyon
2018,2018-09-05,night,negative,Instagram,know,know
2018,2018-09-05,night,negative,Instagram,repeated,repeat
2018,2018-09-05,night,negative,Instagram,must,must
2018,2018-09-05,night,negative,Instagram,investigate,investig
2018,2018-09-22,morning,neutral,Instagram,pants,pant
2018,2018-09-22,morning,neutral,Instagram,idea,idea
2018,2018-09-22,morning,neutral,Instagram,new,new
2018,2018-09-22,morning,neutral,Instagram,attempt,attempt
2018,2018-09-22,morning,neutral,Instagram,worldwide,worldwid
2018,2018-09-22,morning,neutral,Instagram,attract,attract
2018,2018-09-22,morning,neutral,Instagram,business,busi
2018,2018-09-22,morning,neutral,Instagram,back,back
2018,2018-09-22,morning,neutral,Instagram,airlines,airlin
2018,2018-10-12,morning,neutral,Twitter,realized,realiz
2018,2018-10-12,morning,neutral,Twitter,forward,forward
2018,2018-10-12,morning,neutral,Twitter,text,text
2018,2018-10-12,morning,neutral,Twitter,msgs,msg
2018,2018-10-12,morning,neutral,Twitter,iphone,iphon
2018,2018-11-05,morning,positive,Facebook,romance,romanc
2018,2018-11-05,morning,positive,Facebook,zero,zero
2018,2018-11-05,morning,positive,Facebook,funny,funni
2018,2018-11-05,morning,negative,Facebook,yor,yor
2018,2018-11-05,morning,negative,Facebook,unromantic,unromant
2018,2018-11-07,noon,negative,Instagram,hicks,hick
2018,2018-11-07,noon,negative,Instagram,mean,mean
2018,2018-12-05,night,negative,Instagram,feeling,feel
2018,2018-12-05,night,negative,Instagram,gloomy,gloomi
2018,2018-12-10,noon,neutral,Twitter,know,know
2018,2018-12-05,night,negative,Instagram,errors,error
2018,2018-12-05,night,negative,Instagram,red,red
2018,2018-12-05,night,negative,Instagram,life,life
2018,2018-12-05,night,negative,Instagram,looks,look
2018,2018-12-05,night,negative,Instagram,blue,blue
2018,2018-12-05,night,negative,Instagram,film,film
2018,2018-12-15,night,negative,Facebook,forever,forev
2018,2018-12-15,night,negative,Facebook,ethan,ethan
2018,2018-12-15,night,negative,Facebook,couldnt,couldnt
2018,2018-12-05,night,negative,Instagram,street,street
2018,2018-12-05,night,negative,Instagram,fighter,fighter
2018,2018-12-05,night,negative,Instagram,skills,skill
2018,2018-12-05,night,negative,Instagram,lacking,lack
2018,2018-12-05,night,negative,Instagram,beat,beat
2018,2018-12-05,night,negative,Instagram,seth,seth
2018,2018-12-05,night,negative,Instagram,easy,easi
2019,2019-02-25,night,negative,Facebook,soooooo,soooooo
2019,2019-02-25,night,negative,Facebook,sleeeeepy,sleeeeepi
2019,2019-02-25,night,negative,Facebook,last,last
2019,2019-02-25,night,negative,Facebook,day,dai
2019,2019-02-25,night,negative,Facebook,school,school
2019,2019-02-25,night,negative,Facebook,todaysniffle,todaysniffl
2019,2019-02-11,noon,negative,Twitter,ohoh,ohoh
2019,2019-02-11,noon,negative,Twitter,missed,miss
2019,2019-02-11,noon,negative,Twitter,tweets,tweet
2019,2019-02-11,noon,negative,Twitter,gonna,gonna
2019,2019-02-11,noon,negative,Twitter,stay,stai
2019,2019-02-11,noon,negative,Twitter,awake,awak
2019,2019-02-11,noon,negative,Twitter,night,night
2019,2019-02-11,noon,negative,Twitter,see,see
2019,2019-02-11,noon,negative,Twitter,announcement,announc
2019,2019-02-11,noon,negative,Twitter,now,now
2019,2019-02-11,noon,negative,Twitter,time,time
2019,2019-02-11,noon,negative,Twitter,difference,differ
2019,2019-03-02,night,neutral,Twitter,maya,maya
2019,2019-03-02,night,neutral,Twitter,sorry,sorri
2019,2019-03-02,night,neutral,Twitter,hope,hope
2019,2019-03-02,night,neutral,Twitter,find,find
2019,2019-03-02,night,neutral,Twitter,soon,soon
2019,2019-03-02,noon,neutral,Instagram,cleaning,clean
2019,2019-03-02,noon,neutral,Instagram,house,hous
2019,2019-03-02,noon,neutral,Instagram,family,famili
2019,2019-03-02,noon,neutral,Instagram,comming,com
2019,2019-03-02,noon,neutral,Instagram,later,later
2019,2019-03-02,noon,neutral,Instagram,today,todai
2019,2019-03-08,noon,neutral,Twitter,case,case
2019,2019-03-08,noon,neutral,Twitter,wonder,wonder
2019,2019-03-08,noon,neutral,Twitter,really,realli
2019,2019-03-08,noon,neutral,Twitter,busy,busi
2019,2019-03-08,noon,neutral,Twitter,today,todai
2019,2019-03-08,noon,neutral,Twitter,coming,come
2019,2019-03-08,noon,neutral,Twitter,adding,ad
2019,2019-03-08,noon,neutral,Twitter,tons,ton
2019,2019-03-08,noon,neutral,Twitter,new,new
2019,2019-03-08,noon,neutral,Twitter,blogs,blog
2019,2019-03-08,noon,neutral,Twitter,updates,updat
2019,2019-03-08,noon,neutral,Twitter,stay,stai
2019,2019-03-08,noon,neutral,Twitter,tuned,tune
2019,2019-03-08,morning,negative,Twitter,seriously,serious
2019,2019-03-08,morning,negative,Twitter,bored,bore
2019,2019-03-08,morning,negative,Twitter,without,without
2019,2019-03-08,morning,negative,Twitter,anyone,anyon
2019,2019-03-08,morning,negative,Twitter,talk,talk
2019,2019-03-08,morning,negative,Twitter,tired,tire
2019,2019-03-08,morning,negative,Twitter,enough,enough
2019,2019-03-08,morning,negative,Twitter,sleep,sleep
2019,2019-03-28,night,negative,Facebook,nothing,noth
2019,2019-03-28,night,negative,Facebook,aimed,aim
2019,2019-03-28,night,negative,Facebook,joining,join
2019,2019-03-28,night,negative,Facebook,insorry,insorri
2019,2019-03-25,morning,negative,Instagram,actually,actual
2019,2019-03-25,morning,negative,Instagram,wish,wish
2019,2019-03-25,morning,negative,Instagram,back,back
2019,2019-03-25,morning,negative,Instagram,tahoe,taho
2019,2019-03-25,morning,negative,Instagram,miss,miss
2019,2019-04-15,morning,positive,Instagram,funny,funni
2019,2019-04-15,morning,positive,Instagram,cute,cute
2019,2019-04-15,morning,positive,Instagram,kids,kid
2019,2019-04-18,night,positive,Facebook,yay,yai
2019,2019-04-18,night,positive,Facebook,three,three
2019,2019-04-18,night,positive,Facebook,followers,follow
2019,2019-04-18,night,positive,Facebook,good,good
2019,2019-04-18,night,positive,Facebook,know,know
2019,2019-04-18,night,positive,Facebook,one,on
2019,2019-04-18,night,positive,Facebook,person,person
2019,2019-04-18,night,positive,Facebook,big,big
2019,2019-04-18,night,positive,Facebook,wide,wide
2019,2019-04-18,night,positive,Facebook,world,world
2019,2019-04-18,night,positive,Facebook,likes,like
2019,2019-04-18,night,positive,Facebook,fishies,fishi
2019,2019-04-18,noon,neutral,Instagram,people,peopl
2019,2019-04-18,noon,neutral,Instagram,pencils,pencil
2019,2019-04-18,noon,neutral,Instagram,sharp,sharp
2019,2019-04-18,noon,neutral,Instagram,can,can
2019,2019-04-18,noon,neutral,Instagram,sharpened,sharpen
2019,2019-04-18,noon,neutral,Instagram,pencil,pencil
2019,2019-04-18,noon,neutral,Instagram,philosophy,philosophi
2019,2019-05-15,noon,negative,Twitter,electronic,electron
2019,2019-05-15,noon,negative,Twitter,keys,kei
2019,2019-05-15,noon,negative,Twitter,stopped,stop
2019,2019-05-15,noon,negative,Twitter,working,work
2019,2019-05-15,noon,negative,Twitter,keyhole,keyhol
2019,2019-05-15,noon,negative,Twitter,car,car
2019,2019-05-15,noon,negative,Twitter,much,much
2019,2019-05-15,noon,negative,Twitter,technology,technologi
2019,2019-05-05,night,negative,Twitter,playing,plai
2019,2019-05-05,night,negative,Twitter,singstar,singstar
2019,2019-05-05,night,negative,Twitter,without,without
2019,2019-05-05,night,negative,Twitter,fave,fave
2019,2019-05-05,night,negative,Twitter,duetter,duetter
2019,2019-06-10,night,neutral,Instagram,hell,hell
2019,2019-06-10,night,neutral,Instagram,yeah,yeah
2019,2019-06-28,morning,negative,Instagram,taking,take
2019,2019-06-28,morning,negative,Instagram,twitter,twitter
2019,2019-06-28,morning,negative,Instagram,break,break
2019,2019-06-28,morning,negative,Instagram,cell,cell
2019,2019-06-28,morning,negative,Instagram,dying,dy
2019,2019-06-25,night,positive,Facebook,mouth,mouth
2019,2019-06-25,night,positive,Facebook,sure,sure
2019,2019-07-28,night,positive,Instagram,nice,nice
2019,2019-07-28,night,positive,Instagram,going,go
2019,2019-08-28,night,negative,Twitter,tried,tri
2019,2019-08-28,night,negative,Twitter,shtdown,shtdown
2019,2019-08-28,night,negative,Twitter,accenditenly,accenditenli
2019,2019-08-28,night,negative,Twitter,click,click
2019,2019-08-28,night,negative,Twitter,restart,restart
2019,2019-08-28,night,negative,Twitter,button,button
2019,2019-08-28,night,negative,Twitter,really,realli
2019,2019-08-28,night,negative,Twitter,disgusting,disgust
2019,2019-08-05,noon,negative,Twitter,soo,soo
2019,2019-08-05,noon,negative,Twitter,bored,bore
2019,2019-08-05,noon,negative,Twitter,music,music
2019,2019-08-05,noon,negative,Twitter,video,video
2019,2019-08-30,noon,neutral,Twitter,heard,heard
2019,2019-08-30,noon,neutral,Twitter,fall,fall
2019,2019-08-30,noon,neutral,Twitter,waiting,wait
2019,2019-08-20,noon,neutral,Twitter,morning,morn
2019,2019-08-20,noon,neutral,Twitter,see,see
2019,2019-08-20,noon,neutral,Twitter,let,let
2019,2019-08-20,noon,neutral,Twitter,know,know
2019,2019-08-20,noon,neutral,Twitter,right,right
2019,2019-08-20,noon,neutral,Twitter,now,now
2019,2019-08-20,noon,neutral,Twitter,going,go
2019,2019-08-20,noon,neutral,Twitter,see,see
2019,2019-08-20,noon,neutral,Twitter,wolverine,wolverin
2019,2019-09-14,noon,neutral,Twitter,car,car
2019,2019-09-14,noon,neutral,Twitter,happy,happi
2019,2019-09-14,noon,neutral,Twitter,big,big
2019,2019-09-14,noon,neutral,Twitter,big,big
2019,2019-09-14,noon,neutral,Twitter,dent,dent
2019,2019-09-14,noon,neutral,Twitter,boot,boot
2019,2019-09-14,noon,neutral,Twitter,hoping,hope
2019,2019-09-14,noon,neutral,Twitter,theyre,theyr
2019,2019-09-14,noon,neutral,Twitter,going,go
2019,2019-09-14,noon,neutral,Twitter,write,write
2019,2019-09-14,noon,neutral,Twitter,crossing,cross
2019,2019-09-14,noon,neutral,Twitter,fingers,finger
2019,2019-09-14,noon,neutral,Twitter,waiting,wait
2019,2019-09-28,night,positive,Instagram,aww,aww
2019,2019-09-28,night,positive,Instagram,thanks,thank
2019,2019-10-18,morning,positive,Instagram,looks,look
2019,2019-10-18,morning,positive,Instagram,company,compani
2019,2019-10-18,morning,positive,Instagram,new,new
2019,2019-10-18,morning,positive,Instagram,logo,logo
2019,2019-10-08,noon,negative,Twitter,still,still
2019,2019-10-08,noon,negative,Twitter,jealous,jealou
2019,2019-11-30,noon,positive,Instagram,never,never
2019,2019-11-30,noon,positive,Instagram,fall,fall
2019,2019-11-30,noon,positive,Instagram,love,love
2019,2019-11-30,noon,positive,Instagram,found,found
2019,2019-11-30,morning,positive,Facebook,playing,plai
2019,2019-11-30,morning,positive,Facebook,kids,kid
2019,2019-11-30,morning,positive,Facebook,amazing,amaz
2019,2019-11-18,morning,negative,Instagram,village,villag
2019,2019-11-18,morning,negative,Instagram,now,now
2019,2019-11-18,morning,negative,Instagram,hardly,hardli
2019,2019-11-18,morning,negative,Instagram,found,found
2019,2019-11-18,morning,negative,Instagram,internate,intern
2019,2019-11-18,morning,negative,Instagram,feeling,feel
2019,2019-11-18,morning,negative,Instagram,gloomy,gloomi
2019,2019-11-03,morning,neutral,Facebook,means,mean
2019,2019-11-03,morning,neutral,Facebook,going,go
2019,2019-11-03,morning,neutral,Facebook,come,come
2019,2019-11-03,morning,neutral,Facebook,back,back
2019,2019-11-03,morning,neutral,Facebook,vancouver,vancouv
2019,2019-11-03,morning,neutral,Facebook,way,wai
2019,2019-11-03,morning,neutral,Facebook,hahah,hahah
2019,2019-11-18,noon,positive,Facebook,watching,watch
2019,2019-11-18,noon,positive,Facebook,ellen,ellen
2019,2019-11-18,noon,positive,Facebook,love,love
2019,2019-11-18,noon,positive,Facebook,dishes,dish
2019,2019-11-18,noon,positive,Facebook,tanning,tan
2019,2019-11-18,noon,positive,Facebook,gorgeous,gorgeou
2019,2019-11-18,night,negative,Instagram,whats,what
2019,2019-11-18,night,negative,Instagram,goin,goin
2019,2019-11-18,night,negative,Instagram,hun,hun
2019,2019-11-18,night,negative,Instagram,worried,worri
2019,2019-11-28,noon,neutral,Twitter,qood,qood
2019,2019-11-28,noon,neutral,Twitter,morninq,morninq
2019,2019-11-10,morning,negative,Instagram,name,name
2019,2019-11-10,morning,negative,Instagram,tony,toni
2019,2019-11-10,morning,negative,Instagram,hey,hei
2019,2019-11-10,morning,negative,Instagram,poor,poor
2019,2019-11-10,morning,negative,Instagram,tony,toni
2019,2019-11-08,morning,positive,Instagram,laughing,laugh
2019,2019-11-08,morning,positive,Instagram,loud,loud
2019,2019-11-08,morning,positive,Instagram,ever,ever
2019,2019-11-08,morning,positive,Instagram,forget,forget
2019,2019-11-02,noon,positive,Facebook,miles,mile
2019,2019-11-02,noon,positive,Facebook,radio,radio
2019,2019-11-02,noon,positive,Facebook,alwas,alwa
2019,2019-11-02,noon,positive,Facebook,helps,help
2019,2019-12-03,noon,neutral,Instagram,okay,okai
2019,2019-12-03,noon,neutral,Instagram,dedicating,dedic
2019,2019-12-03,noon,neutral,Instagram,tweet,tweet
2019,2019-12-03,noon,neutral,Instagram,fact,fact
2019,2019-12-03,noon,neutral,Instagram,going,go
2019,2019-12-03,noon,neutral,Instagram,apple,appl
2019,2019-12-03,noon,neutral,Instagram,store,store
2019,2019-12-03,noon,neutral,Instagram,huge,huge
2019,2019-12-03,noon,neutral,Instagram,crack,crack
2019,2019-12-03,noon,neutral,Instagram,glass,glass
2019,2019-12-03,noon,neutral,Instagram,screen,screen
2020,2020-01-05,morning,positive,Facebook,happy,happi
2020,2020-01-05,morning,positive,Facebook,mothers,mother
2020,2020-01-05,morning,positive,Facebook,day,dai
2020,2020-01-05,noon,positive,Twitter,laughs,laugh
2020,2020-01-05,noon,positive,Twitter,glad,glad
2020,2020-01-05,noon,positive,Twitter,self,self
2020,2020-01-05,noon,positive,Twitter,confidence,confid
2020,2020-01-05,noon,positive,Twitter,wonderful,wonder
2020,2020-01-05,noon,positive,Twitter,trait,trait
2020,2020-01-05,noon,positive,Twitter,applaud,applaud
2020,2020-01-05,noon,positive,Twitter,extra,extra
2020,2020-01-05,noon,positive,Twitter,loud,loud
2020,2020-01-05,noon,positive,Twitter,okay,okai
2020,2020-01-05,night,positive,Instagram,thanks,thank
2020,2020-01-05,noon,positive,Twitter,laughs,laugh
2020,2020-01-05,noon,positive,Twitter,glad,glad
2020,2020-01-05,noon,positive,Twitter,self,self
2020,2020-01-05,noon,positive,Twitter,confidence,confid
2020,2020-01-05,noon,positive,Twitter,wonderful,wonder
2020,2020-01-05,noon,positive,Twitter,trait,trait
2020,2020-01-05,noon,positive,Twitter,applaud,applaud
2020,2020-01-05,noon,positive,Twitter,extra,extra
2020,2020-01-05,noon,positive,Twitter,loud,loud
2020,2020-01-05,noon,positive,Twitter,okay,okai
2020,2020-02-22,noon,neutral,Twitter,waited,wait
2020,2020-02-22,noon,neutral,Twitter,listening,listen
2020,2020-02-22,noon,neutral,Twitter,wind,wind
2020,2020-02-22,noon,neutral,Twitter,blowing,blow
2020,2020-02-22,noon,neutral,Twitter,tumbleweed,tumblewe
2020,2020-02-22,noon,neutral,Twitter,none,none
2020,2020-02-22,noon,neutral,Twitter,old,old
2020,2020-02-22,noon,neutral,Twitter,enough,enough
2020,2020-02-22,noon,neutral,Twitter,know,know
2020,2020-02-22,noon,neutral,Twitter,someone,someon
2020,2020-02-22,noon,neutral,Twitter,says,sai
2020,2020-02-22,noon,neutral,Twitter,crackerack,crackerack
2020,2020-02-28,night,neutral,Twitter,hahahha,hahahha
2020,2020-02-28,night,neutral,Twitter,laughing,laugh
2020,2020-02-28,night,neutral,Twitter,loud,loud
2020,2020-02-28,night,neutral,Twitter,true,true
2020,2020-02-28,night,neutral,Twitter,always,alwai
2020,2020-02-28,night,neutral,Twitter,remember,rememb
2020,2020-02-28,night,neutral,Twitter,can,can
2020,2020-02-28,night,neutral,Twitter,never,never
2020,2020-02-28,night,neutral,Twitter,remember,rememb
2020,2020-02-28,night,neutral,Twitter,date,date
2020,2020-02-28,night,neutral,Twitter,even,even
2020,2020-02-28,night,neutral,Twitter,day,dai
2020,2020-02-10,morning,neutral,Facebook,make,make
2020,2020-02-10,morning,neutral,Facebook,face,face
2020,2020-02-10,morning,neutral,Facebook,home,home
2020,2020-02-10,morning,neutral,Facebook,mom,mom
2020,2020-02-10,morning,neutral,Facebook,watching,watch
2020,2020-02-10,morning,neutral,Facebook,soaps,soap
2020,2020-03-05,morning,positive,Facebook,come,come
2020,2020-03-05,morning,positive,Facebook,back,back
2020,2020-03-05,morning,positive,Facebook,home,home
2020,2020-03-05,morning,positive,Facebook,past,past
2020,2020-03-05,morning,positive,Facebook,job,job
2020,2020-03-05,morning,positive,Facebook,really,realli
2020,2020-03-05,morning,positive,Facebook,good,good
2020,2020-03-05,morning,positive,Facebook,time,time
2020,2020-03-01,night,positive,Instagram,awesome,awesom
2020,2020-03-01,night,positive,Instagram,lucky,lucki
2020,2020-03-15,morning,positive,Instagram,urge,urg
2020,2020-03-15,morning,positive,Instagram,play,plai
2020,2020-03-15,morning,positive,Instagram,wow,wow
2020,2020-03-15,morning,positive,Instagram,wait,wait
2020,2020-03-15,morning,positive,Instagram,weeks,week
2020,2020-03-15,morning,positive,Instagram,today,todai
2020,2020-03-15,morning,positive,Instagram,learned,learn
2020,2020-03-15,morning,positive,Instagram,dads,dad
2020,2020-03-15,morning,positive,Instagram,days,dai
2020,2020-03-15,morning,positive,Instagram,today,todai
2020,2020-03-15,morning,positive,Instagram,learned,learn
2020,2020-03-15,morning,positive,Instagram,mcfly,mcfly
2020,2020-03-15,morning,positive,Instagram,excited,excit
2020,2020-04-02,night,neutral,Facebook,went,went
2020,2020-04-02,night,neutral,Facebook,sleep,sleep
2020,2020-04-02,night,neutral,Facebook,power,power
2020,2020-04-02,night,neutral,Facebook,cut,cut
2020,2020-04-02,night,neutral,Facebook,village,villag
2020,2020-04-02,morning,neutral,Facebook,talk,talk
2020,2020-04-05,morning,positive,Facebook,aww,aww
2020,2020-04-05,morning,positive,Facebook,loooove,loooov
2020,2020-04-15,morning,positive,Instagram,morning,morn
2020,2020-04-15,morning,positive,Instagram,tweeple,tweepl
2020,2020-04-02,morning,neutral,Instagram,makes,make
2020,2020-04-02,morning,neutral,Instagram,day,dai
2020,2020-04-02,morning,neutral,Instagram,much,much
2020,2020-04-02,morning,neutral,Instagram,better,better
2020,2020-04-02,morning,neutral,Instagram,rough,rough
2020,2020-04-02,morning,neutral,Instagram,one,on
2020,2020-04-02,morning,neutral,Instagram,mention,mention
2020,2020-04-02,morning,neutral,Instagram,love,love
2020,2020-04-02,morning,neutral,Instagram,new,new
2020,2020-04-02,morning,neutral,Instagram,photo,photo
2020,2020-05-11,night,positive,Instagram,australia,australia
2020,2020-05-11,night,positive,Instagram,cricket,cricket
2020,2020-05-11,night,positive,Instagram,team,team
2020,2020-05-11,night,positive,Instagram,love,love
2020,2020-05-12,morning,neutral,Instagram,family,famili
2020,2020-05-12,morning,neutral,Instagram,herehanging,herehang
2020,2020-05-11,night,neutral,Instagram,love,love
2020,2020-05-11,night,neutral,Instagram,blue,blue
2020,2020-05-11,night,neutral,Instagram,programming,program
2020,2020-06-22,morning,neutral,Facebook,shirt,shirt
2020,2020-06-22,morning,neutral,Facebook,dinner,dinner
2020,2020-06-22,morning,neutral,Facebook,need,need
2020,2020-06-22,morning,neutral,Facebook,ask,ask
2020,2020-06-22,morning,neutral,Facebook,actually,actual
2020,2020-06-22,morning,neutral,Facebook,ville,vill
2020,2020-06-15,noon,neutral,Twitter,now,now
2020,2020-06-15,noon,neutral,Twitter,made,made
2020,2020-06-15,noon,neutral,Twitter,sad,sad
2020,2020-06-15,noon,neutral,Twitter,thought,thought
2020,2020-06-15,noon,neutral,Twitter,youd,youd
2020,2020-06-15,noon,neutral,Twitter,jumping,jump
2020,2020-06-15,noon,neutral,Twitter,joy,joi
2020,2020-07-18,noon,negative,Facebook,want,want
2020,2020-07-18,noon,negative,Facebook,sit,sit
2020,2020-07-18,noon,negative,Facebook,home,home
2020,2020-07-18,noon,negative,Facebook,prom,prom
2020,2020-07-18,noon,negative,Facebook,night,night
2020,2020-07-18,noon,negative,Facebook,someone,someon
2020,2020-07-18,noon,negative,Facebook,hang,hang
2020,2020-08-29,morning,neutral,Instagram,mayday,maydai
2020,2020-08-29,night,positive,Facebook,love,love
2020,2020-08-29,night,positive,Facebook,available,avail
2020,2020-08-29,night,positive,Facebook,dear,dear
2020,2020-08-08,morning,negative,Facebook,computers,comput
2020,2020-08-08,morning,negative,Facebook,hopeless,hopeless
2020,2020-08-08,morning,negative,Facebook,everything,everyth
2020,2020-08-08,morning,negative,Facebook,else,els
2020,2020-08-20,morning,neutral,Facebook,think,think
2020,2020-08-20,morning,neutral,Facebook,need,need
2020,2020-08-20,morning,neutral,Facebook,new,new
2020,2020-08-20,morning,neutral,Facebook,friends,friend
2020,2020-08-12,noon,neutral,Twitter,hungry,hungri
2020,2020-08-12,noon,neutral,Twitter,twitter,twitter
2020,2020-08-12,noon,neutral,Twitter,want,want
2020,2020-08-12,noon,neutral,Twitter,food,food
2020,2020-09-18,night,positive,Instagram,watching,watch
2020,2020-09-18,night,positive,Instagram,movie,movi
2020,2020-09-18,night,positive,Instagram,name,name
2020,2020-09-18,night,positive,Instagram,adimurie,adimuri
2020,2020-09-15,morning,neutral,Instagram,decde,decd
2020,2020-09-15,morning,neutral,Instagram,finally,final
2020,2020-09-15,morning,neutral,Instagram,hour,hour
2020,2020-09-15,morning,neutral,Instagram,history,histori
2020,2020-09-15,morning,neutral,Instagram,went,went
2020,2020-09-15,morning,neutral,Instagram,highschool,highschool
2020,2020-09-15,morning,neutral,Instagram,make,make
2020,2020-09-15,morning,neutral,Instagram,homework,homework
2020,2020-09-15,morning,neutral,Instagram,friend,friend
2020,2020-09-10,night,neutral,Twitter,home,home
2020,2020-09-10,night,neutral,Twitter,usually,usual
2020,2020-09-10,night,neutral,Twitter,positive,posit
2020,2020-09-10,night,neutral,Twitter,one,on
2020,2020-09-10,night,neutral,Twitter,daze,daze
2020,2020-09-10,night,neutral,Twitter,well,well
2020,2020-09-10,night,neutral,Twitter,mins,min
2020,2020-09-10,night,neutral,Twitter,tomorrow,tomorrow
2020,2020-11-29,noon,negative,Twitter,bad,bad
2020,2020-11-29,noon,negative,Twitter,headech,headech
2020,2020-11-29,noon,negative,Twitter,need,need
2020,2020-11-29,noon,negative,Twitter,now,now
2020,2020-11-15,night,negative,Facebook,sorry,sorri
2020,2020-11-15,night,negative,Facebook,hear,hear
2020,2020-11-01,noon,neutral,Instagram,really,realli
2020,2020-11-01,noon,neutral,Instagram,think,think
2020,2020-11-01,noon,neutral,Instagram,maybe,mayb
2020,2020-11-01,noon,neutral,Instagram,rightlaughing,rightlaugh
2020,2020-11-01,noon,neutral,Instagram,loud,loud
2020,2020-11-01,noon,neutral,Instagram,way,wai
2020,2020-11-01,noon,neutral,Instagram,phone,phone
2020,2020-11-01,noon,neutral,Instagram,using,us
2020,2020-11-01,noon,neutral,Instagram,think,think
2020,2020-11-01,noon,neutral,Instagram,told,told
2020,2020-11-01,noon,neutral,Instagram,beforei,beforei
2020,2020-11-01,noon,neutral,Instagram,might,might
2020,2020-11-01,noon,neutral,Instagram,app,app
2020,2020-11-18,night,neutral,Facebook,url,url
2020,2020-11-18,night,neutral,Facebook,put,put
2020,2020-11-18,night,neutral,Facebook,camera,camera
2020,2020-11-18,night,neutral,Facebook,smokers,smoker
2020,2020-11-18,night,neutral,Facebook,pit,pit
2020,2020-11-18,night,neutral,Facebook,can,can
2020,2020-11-18,night,neutral,Facebook,longer,longer
2020,2020-11-18,night,neutral,Facebook,vandalize,vandal
2020,2020-11-18,night,neutral,Facebook,door,door
2020,2020-11-18,night,neutral,Facebook,without,without
2020,2020-11-18,night,neutral,Facebook,caught,caught
2020,2020-12-17,night,neutral,Instagram,great,great
2020,2020-12-17,night,neutral,Instagram,time,time
2020,2020-12-17,night,neutral,Instagram,beer,beer
2020,2020-12-17,night,neutral,Instagram,garden,garden
2020,2020-12-17,night,neutral,Instagram,wit,wit
2020,2020-12-17,night,neutral,Instagram,boyos,boyo
2020,2020-12-17,night,neutral,Instagram,think,think
2020,2020-12-17,night,neutral,Instagram,sun,sun
2020,2020-12-17,night,neutral,Instagram,bit,bit
2020,2020-12-17,night,neutral,Instagram,though,though
2020,2020-12-17,night,neutral,Instagram,feel,feel
2020,2020-12-17,night,neutral,Instagram,bit,bit
2020,2020-12-15,night,neutral,Twitter,discovered,discov
2020,2020-12-15,night,neutral,Twitter,sharing,share
2020,2020-12-15,night,neutral,Twitter,reader,reader
2020,2020-12-15,night,neutral,Twitter,didnt,didnt
2020,2020-12-15,night,neutral,Twitter,even,even
2020,2020-12-15,night,neutral,Twitter,know,know
2020,2020-12-15,night,neutral,Twitter,sigh,sigh
2020,2020-12-15,night,neutral,Twitter,reader,reader
2020,2020-12-15,night,neutral,Twitter,newb,newb
2020,2020-12-15,morning,neutral,Instagram,chilled,chill
2020,2020-12-15,morning,neutral,Instagram,tonite,tonit
2020,2020-12-15,morning,neutral,Instagram,spew,spew
2020,2020-12-15,morning,neutral,Instagram,venom,venom
2020,2020-12-15,morning,neutral,Instagram,write,write
2020,2020-12-15,morning,neutral,Instagram,funny,funni
2020,2020-12-15,morning,neutral,Instagram,seems,seem
2020,2020-12-15,morning,neutral,Instagram,styles,style
2021,2021-01-15,morning,neutral,Instagram,today,todai
2021,2021-01-15,morning,neutral,Instagram,eee,eee
2021,2021-01-15,morning,neutral,Instagram,day,dai
2021,2021-01-15,morning,neutral,Instagram,know,know
2021,2021-01-15,morning,neutral,Instagram,whether,whether
2021,2021-01-15,morning,neutral,Instagram,helps,help
2021,2021-01-15,morning,neutral,Instagram,google,googl
2021,2021-01-15,morning,neutral,Instagram,know,know
2021,2021-01-15,morning,positive,Twitter,tamlyn,tamlyn
2021,2021-01-15,morning,positive,Twitter,wishes,wish
2021,2021-01-15,morning,positive,Twitter,cool,cool
2021,2021-01-15,morning,positive,Twitter,sock,sock
2021,2021-01-15,morning,positive,Twitter,draw,draw
2021,2021-02-28,morning,neutral,Twitter,let,let
2021,2021-02-28,morning,neutral,Twitter,know,know
2021,2021-02-28,morning,neutral,Twitter,turns,turn
2021,2021-02-10,night,positive,Facebook,yeah,yeah
2021,2021-02-10,night,positive,Facebook,thinking,think
2021,2021-02-10,night,positive,Facebook,ahaha,ahaha
2021,2021-02-25,morning,negative,Instagram,plan,plan
2021,2021-02-25,morning,negative,Instagram,spend,spend
2021,2021-02-25,morning,negative,Instagram,money,monei
2021,2021-02-25,morning,negative,Instagram,going,go
2021,2021-02-25,morning,negative,Instagram,well,well
2021,2021-03-02,noon,negative,Instagram,yep,yep
2021,2021-03-02,noon,negative,Instagram,finished,finish
2021,2021-03-02,noon,negative,Instagram,chocked,chock
2021,2021-03-02,noon,negative,Instagram,full,full
2021,2021-03-02,noon,negative,Instagram,spelling,spell
2021,2021-03-02,noon,negative,Instagram,grammatical,grammat
2021,2021-03-02,noon,negative,Instagram,errors,error
